P01901859A0000|0 59|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P06308607A0375|104 114|p30 sequence
P08163183T0000|104 114|XylA enzymes
P07707531A0550|104 113|alpha 4 gene
P11568988A0960|104 113|Pa elastase
P02902615A0000|104 113|hepatitis B
P11350812A0829|104 112|caldesmon
P10488148A1267|104 112|NF-kappaB
P08291233A0000|104 111|U3 region
P07597030A0260|104 111|hTAFII32
P10585417A1412|104 111|long PRLr
P08144497T0000|104 110|GTP-ras
P01512259A0867|104 110|Dfurin2
P07568118A1267|104 109|p21ras
P11686378A0326|104 109|E. coli
P10364425A0610|104 108|STAT3
P09553040A0651|104 108|Stats
P09122168A1427|104 107|GRK2
P09398267A0440|104 107|MEK2
P10488148T0000|104 107|AP-1
P09566871A0343|104 107|FUS3
P09819422A0768|104 107|Cns1
P10207049A1001|104 107|CUP1
P09447979A1430|104 107|GNEF
P01824944A0988|104 106|IgE
P10714985A1057|104 106|trp
P07038684A1050|104 106|p60
P09427627A0930|104 106|p70
P10920186A0528|104 106|MLL
P09024805A0905b|104 106|ZII
P11297545A0948|104 106|hGH
P10411139A1344|104 105|U4
P03776080A0400|104 104|E
P07572582A0000|104 104|T
P09084174A0667|105 144|aspartate-beta-semialdehyde dehydrogenase
P01328854T0000|105 135|human phosphoglycerate mutase gene
P08630548A0000|105 129|tumor necrosis factor-alpha
P08569684A0000|105 128|eukaryotic protein kinase C
P11306511A1476|105 124|progesterone receptor
P04014861A0000|105 123|superoxide dismutase
P06602580A0664|105 122|alpha 1-antitrypsin
P10773455A1268|105 122|mouse ALAS2 promoter
P11502738A1457|105 120|cyclin D1 promoter
P01460054A0478|105 120|DNA binding domain
P10359575A0317|105 114|bFcgamma2R
P10629035A0827|105 114|telomerase
P08253777A0301|105 113|Kv1.5 gene
P02107548A0727|105 111|psi ARF 4
P09427627A0802|105 110|FK1012
P09537375A0198|105 108|GntR
P11395469A1373|105 108|sid2
P01840607A0294|105 107|PFP
P07929431A0949|105 107|CAT
P11819326A0000|105 107|PSE
P07651398A0257|105 107|DER
P07914192A0211|106 123|ets response element
P08754802T0000|106 121|nuclear receptors
P09417493A0823|106 121|alpha 2-globuline
P08408194T0000|106 116|K(+)-ATPase
P09047344A0000|106 115|calmodulin
P09148929A0372|106 114|Ctpct gene
P08530418A1182|106 113|RARE beta
P10915728A0216|106 113|IFN-beta
P00668122A0414|106 113|ferritin
P10593950A1113|106 112|hnRNP A1
P08979089A1197|106 112|Sp1 site
P07867622X0000|106 111|p21rac
P08276865A1188|106 111|p21ras
P10342829A0236|106 111|hGnRHR
P02576405A0223|106 110|VP-16
P10446998A0375|106 110|c-fos
P07916326A0000|106 110|Msx-1
P10793143A1533|106 109|Cdc6
P11094073A0000|106 109|RPTK
P10469656T0000|106 109|MSK1
P02158927A0000|106 109|UTR3
P02542612A0530|106 108|CAT
P11312120A1311|106 108|Ras
P10516011A0471|106 108|pAP
P08702845A0000|106 108|DAT
P07871721A0392|107 133|papain-like proteinase domain
P07916577A0190|107 130|Kruppel-related sequences
P09418861A0623|107 130|pleckstrin homology domain
P09829836A0000|107 129|cyclin- dependent kinases
P02934891A0845|107 122|ner-binding sites
P07387242A0236|107 116|hemoglobin
P07682842A0294|107 116|fMLF-R gene
P09148903A1715|107 115|NF-kappaB
P10706688A0376|107 115|NF-kappaB
P03619249A0428|107 114|anti-HBs
P08321199T0000|107 114|HMR locus
P07980440A0138|107 113|insulin
P11283014A0921|107 112|Arp2/3
P09736697A0783|107 111|Stat3
P03026915A1024|107 110|lacZ
P01422265A0263|107 110|IgG3
P10469174A0678|107 110|MBF1
P10713176A0422|107 110|p130
P08995410A1109|107 110|p116
P10628748A0344|107 110|SF-1
P08120029A0864|107 108|R2
P03869442A0223|108 141|1-desamino-8-D-arginine vasopressin
P09151837A0723|108 129|maltose-binding protein
P07633444T0000|108 129|myotonic dystrophy locus
P08620856A1172|108 124|mouse c-kit protein
P01048968A0152|108 121|beta-lactamase
P11139473A0696|108 120|SMemb promoter
P10675610A0279|108 119|C-MYC protein
P09527921A1178|108 118|core element
P08668201A1059|108 118|MATalpha1 IE
P09119391A0870|108 117|human GPT-1
P10469140A0336|108 115|TNFalpha
P09312025A0373|108 115|p85alpha
P09233811A0072|108 114|Mat1-Mc
P10925159A1353|108 113|MARTA2
P09139737A0000|108 113|SREBPs
P11034392A1072|108 112|PI-3K
P07933066T0000|108 112|E2F-1
P09724654A0761|108 112|RPA's
P01413984A0737|108 112|HbA1C
P09855111A0905|108 112|SREBP
P09186056A0514|108 111|MyoD
P09873060A0901|108 111|FosB
P10518937A0572|108 111|Bas2
P08152800A0357|108 111|PEA3
P10815410A0000|108 111|IL-1
P10347197A0502|108 111|Sos1
P08808707A0631|108 111|SAPK
P02807780A0143|108 110|CIS
P10825200T0000|108 110|Syk
P07493627A0882|108 110|RXR
P11355576A1125|108 110|pRb
P11070007A0136|108 109|Cp
P08589358A0841|108 109|Hb
P01331086T0000|109 140|GABP-related transcription factors
P10467403A0000|109 136|phosphatidylinositol 3-kinase
P09705258A0837|109 131|Escherichia coli lacZ gene
P10072774A0537|109 128|beta integrin subunits
P01400396A1265|109 126|protein kinase C beta
P07760841A0647|109 126|UAS2-dependent gene
P09504906A0099|109 125|DNA-binding domain
P07753030A0173|109 123|Escherichia coli
P09713996T0000|109 122|P-glycoprotein
P10392266A0111|109 122|immunoglobulin
P09353343A0919|109 122|nuclear hnRNP A1
P06099656T0000|109 119|HSV-1 tk gene
P11181548A0214|109 119|mE-RABP gene
P11028131A1374|109 118|IFN beta-1b
P08798610A0843|109 115|Cdc42Hs
P08682868A0738|109 114|Cdc31p
P09819391A1123|109 113|ASAP1
P08151787A0355|109 113|IE110
P08647802A0000|109 112|Grb2
P03567017A0000|109 112|t1/2
P09736770A0351|109 111|Sp1
P07559402A0622|109 111|PKA
P07813466A0074|110 145|70-kDa-cognate-heat-shock protein gene
P10807903A0362|110 133|wild-type (wt) D1 receptors
P01898928A0260|110 131|Escherichia coli fur gene
P07876194T0000|110 129|tyrosine kinase domain
P09774444A0351|110 128|beta-globin promoter
P08602169A0484|110 121|HML alpha loci
P01021091T0000|110 120|Octapressin
P10024498A0783|110 119|HNF-3alpha
P07768848A1880|110 119|cotJ operon
P10066798A0391|110 118|c-src527F
P08314163T0000|110 117|rhGM-CSF
P10194762A0648|110 115|STAT5a
P10792583A0000|110 113|ACTH
P11369700A0616|110 113|PU.1
P03198525A0164|110 113|hd-1
P01380062A0097|110 112|Y-2
P10602507A0652|110 112|p53
P10446912A0883|110 112|Sp1
P11692004A1200|110 112|NF1
P07969115A0000|110 110|D
P01454819A0000|111 139|ADP-ribosylarginine hydrolases
P08457291A0170|111 131|cellular c-fos oncogene
P07744954A0418|111 128|monoclonal antibody
P09278454A1261|111 125|recombinant YB-1
P01588315A0356|111 124|polyhedrin gene
P07776685A0000|111 123|interleukin-2
P03192537A0370|111 120|human HMG-I
P09326246A0567|111 120|luciferase
P08139017A1465|111 119|Ets-1 cDNA
P10727247A0461|111 119|TEF-1beta
P11071651A1308|111 117|FR-beta
P02420432A1060|111 116|PAPP-A
P03001353A0146|111 116|P85gag
P10359663A1280|111 116|GATA-1
P08122370A0331|111 115|EHV-1
P02146266A0000|111 115|sod-1
P10958698A0485|111 115|Cse4p
P08157009A0264|111 115|Aps2p
P01531632A0000|111 114|NSR1
P09234725A1892|111 114|AP-1
P07935451T0000|111 114|RelA
P09079650A0136|111 114|JNKs
P10725382A0398|111 114|SOS2
P06997203A0325|111 113|PHA
P09712915A0672|111 113|Sp3
P10024383T0000|111 113|twy
P08044802A0462|111 113|p53
P09649501A0358|112 141|heat shock factor binding protein 1
P07867944A0365|112 138|sigma 35-recognized promoters
P09804836A0000|112 136|colony stimulating factor-1
P02236002A0958|112 130|chicken TCR beta cDNAs
P10995751A0093|112 129|IFN response element
P08474456A1041|112 128|LyF-1 binding sites
P08601283A0875|112 126|type 1 deiodinase
P10561460A0615|112 124|signal peptide
P08707825A0063|112 124|"smoothelin."
P10663558T0000|112 123|Ig heavy chain
P08648665A0956|112 123|wild-type LE6
P07673154A0688|112 122|fibronectin
P09826778A0943|112 120|COUP-TF II
P08825636T0000|112 120|NF-kappa B
P02555519A0798|112 119|H-chains
P10574913A1108|112 119|clathrin
P09601940A0280|112 117|NF-IL6
P08642285A1548|112 116|STAT5
P08441394A1297|112 116|c-myc
P10358080A1114|112 115|HSF1
P03959045A0000|112 115|MCAT
P03874921A0862|112 113|EP
P09212059A1856|112 113|PR
P06272844A0000|113 131|micrococcal nuclease
P08806817A0244|113 128|human TR2 receptor
P10567533A0818|113 127|tyrosine kinases
P02174974A0000|113 127|xylR gene product
P08770920A1220|113 126|wild-type IDX-1
P09371564A0713|113 126|wild-type virus
P07798271A0330|113 124|Ets-1 protein
P11212327A1564|113 124|p59Lyn kinase
P08334304A0473|113 123|p21 rasVal12
P09531559A1153|113 120|occludin
P08754834A1097|113 119|NN-84AG
P09820621A0067|113 118|leptin
P08628284A0181|113 117|TRE-1
P07713421A1435a|113 117|SxlM4
P09837920A0222|113 117|c-Jun
P10194769A0146|113 116|PREB
P08825556A0522|113 116|CREB
P08260635A0926|113 116|GapA
P09619631A0344|113 115|GAP
P03023970A0922|113 115|p53
P01713213A0488|114 146|bacterial glutathione S-transferase
P08085228A0000|114 144|human immunodeficiency virus (HIV)
P09005273A0322|114 134|butyrylcholinesterase
P09235998A0788|114 129|HMG-CoA reductase
P01324404A0813|114 129|HNF-3 beta protein
P01662794A0640|114 128|N-terminal- and C
P02176152A0896|114 126|HSV tk promoter
P03024703A1036|114 126|hsp108 protein
P10545281A0836|114 124|bop gene mRNA
P09652742A0455|114 123|MMTV-c-myc
P10567538A1028|114 122|CH3 domain
P08144668A0802|114 120|GPHe(P2
P09315678A0278|114 120|Nopp140
P09642200A0956|114 117|ahaK
P07559488A0440|114 116|ERE
P10811908A0938|114 116|I-1
P01995951A0000|114 116|Sp1
P08728040T0000|115 141|basic fibroblast growth factor
P10780883T0000|115 130|interferon-alpha
P09892662A0334|115 129|adenylyl cyclase
P02725495A0929|115 128|metazoan U2 RNAs
P02647918A0588|115 127|somatomedin-C
P08412662A0333|115 127|EcoRI fragment
P08100843A0134|115 123|Cd22 locus
P09767593A0130|115 121|p130Cas
P10669633A0391|115 119|THP-1
P10444597A0586|115 119|Npl3p
P02154599T0000|115 118|AP-1
P09535082A0537|115 118|PrfA
P09627285A0554|115 117|hMG
P09328824A0000|115 116|TR
P01840513A1019|116 147|chloramphenicol acetyltransferase
P10347220A1477|116 137|RNA guanylyltransferase
P08813766A0605|116 135|C2H2 zinc finger domain
P11522626A1374|116 132|estrogen receptors
P08524267A1022|116 131|myc-derived genes
P00055040A0000|116 125|fibrinogen
P08011166A0207|116 125|polymerase
P09271397A1596|116 122|Sp1 site
P08769132A0000|116 121|hMSH-2
P08088777A0754|116 120|Grp78
P10436016A0337|116 120|Mad1p
P08195216A1022|116 120|GCN4p
P09049313A0116|116 120|eIF4G
P01650524A0837|116 119|5-LO
P08497269A0999|116 119|GCN2
P08647086T0000|116 119|Cdk7
P08858211A0694|116 119|Rab4
P10965135A1207|116 118|MKK
P08376796A0172|116 118|IgG
P11389085A1032|116 118|RET
P10318806A0918|117 144|phosphatidylinositol 3-kinase
P10972980A0295|117 140|heterotrimeric G-proteins
P07565731A1629|117 135|ARE-binding proteins
P07957632A0000|117 134|glutamate receptors
P08916928A0950|117 134|PDGF beta-receptors
P10497874A0925|117 133|PLC-gamma1 isozyme
P08622887A1026|117 132|GRE-2 and -3 motifs
P10919971A0606|117 130|creatine kinase
P09150595A0225|117 129|36-kDa protein
P07891708A1192|117 127|HNF-4 delta C
P09790986A0689|117 127|human NRAMP2
P09799086A0725|117 125|HPRT exon 3
P08873063A0875|117 123|LpS1 RNA
P08755898A0339|117 122|avrBs2
P03061383A0000|117 121|TEM-1
P09882303T0000|117 121|TRADD
P02199311A0620|117 120|RET1
P08805338A1061|117 120|Ogg1
P08918885A1087|117 120|Dig2
P02489753A0581|117 118|CG
P07854130T0000|118 138|type 4 prepilin proteins
P09259315A0809|118 132|GT-IIC enhansons
P10938135A0259|118 131|tyrosine kinase
P09022040A0263|118 130|L-plastin gene
P10848605T0000|118 129|Eph receptors
P03280946A0375|118 128|lac promoter
P06414990A0057|118 128|thyrotropin
P02685565A0165|118 127|c-myb genes
P11834476A1187|118 127|hemoglobin
P09354676A1714|118 126|FGFR3 gene
P08382303A0507|118 124|E1 genes
P09181130A1587a|118 124|Krox-20
P10051488A1293|118 123|HMAP-1
P01279374A0396|118 123|PET122
P08836172A1382|118 121|Waf1
P09099745A1446|118 121|Cdk2
P11431348A0000|118 121|MAPK
P09786197A0322|118 121|csrR
P09111004A0732|118 120|p38
P07745685A1442|118 120|CAT
P10400785A0912|118 120|CAN
P10487759A0630|119 150|Xbra2 promoter-driven reporter gene
P01433502A1163|119 143|an enhancer-specific factor
P06726257T0000|119 139|serotonin autoreceptor
P01400401A0854|119 136|truncated AMPD3 cDNA
P07683375A0000|119 134|estrogen receptor
P07647570A0713|119 133|Type I deiodinase
P08471629A0816|119 129|Histone IIIS
P10903843A0447|119 128|Kcnq1 genes
P09629449A0540|119 128|peroxidase
P09829843A0819|119 127|rHu GM-CSF
P03146017A0983|119 125|ORFtrpB
P09857197A0289|119 124|RanGTP
P09165004A1700|119 123|Elk-1
P10534048A0297|119 123|ACF's
P08643578A0532|119 122|lacZ
P10406459A0000|119 122|CREB
P10733569A0364|119 122|HSF2
P09388198A1396|119 122|rhoB
P01357190A0726|119 121|CD4
P02502602A0323|119 121|p50
P08072352A0567|119 121|IgE
P11127250A1111|119 120|VL
P07642633T0000|120 148|transcription enhancer factor-1
P07784197A0827|120 148|TGF-beta 1 dependent RNA-protein
P10691972T0000|120 146|multidrug resistance protein 3
P04033402A1112|120 144|hepatic triglyceride lipase
P09172414A0000|120 141|serum and liver esterases
P10779508T0000|120 139|human lactoferrin gene
P08443340A0522|120 137|beta-glucuronidase
P01420363A0818|120 136|nuclear AP1 factors
P08332495A0408|120 134|T7 RNA polymerase
P09694897T0000|120 133|bZIP-like motif
P09279379A0310|120 133|H2B histone gene
P08995652A0812|120 132|UL80.5 protein
P08220494A0231|120 132|T-cyt promotor
P09445056A0215|120 131|gp41 oligomer
P07172690A0547|120 130|Ca++-ATPase
P08063791A1370|120 130|Ras proteins
P02061282A0447|120 128|pilin gene
P09368190A1053|120 128|IFN-gamma
P10767553A0100|120 127|HNF3beta
P11352671A0492|120 124|V gene
P07565776A0612|120 123|Hog1
P08189533A0919|120 123|NS53
P09671464A0316|120 123|Snf1
P08649428A1227|120 123|Cdc2
P09423310A0251|120 123|CD34
P11241243A0693|120 122|p53
P02358975A0709|120 122|IgA
P08923469A1391|120 122|VDR
P11528127A1402|120 121|L2
P09029091A0881|120 121|A2
P08879237A0744|120 120|G
P07766885A0405|121 151|calmodulin-like regulatory domain
P01742606A0000|121 146|235 kDa spectrin beta-subunit
P09415711A1348|121 134|alpha 1B-AR gene
P09710589A1111|121 129|HTLV-1 LTR
P10828591A0080|121 128|D11S1765
P07533858A1503|121 127|GP64 EFP
P09478971A1896|121 126|Cyp1B1
P02689439A0402|121 125|pmGT2
P01386897A0000|121 124|CLN1
P08621542A0535|121 124|CD28
P08509333A0843|121 124|FtsN
P09341139A0690|121 124|GRK2
P01542686A0000|121 123|p65
P11289149A0658|121 123|CBP
P09442024A0708|121 123|P47
P02863492A0544|121 123|IgG
P07061350A0042|121 122|f1
P07237560A1038|122 140|concatenated Hind III
P08212571A0971|122 131|tat mutants
P07525596A0584|122 127|PPIase
P01429740A1065|122 127|E2 gene
P09852005A1287|122 125|SAP1
P11161793A1033|122 125|EGFR
P10894816A0836|122 125|IL-6
P11254504A0766|122 125|MyoD
P08573083A0645|122 124|USF
P11145571A0788|122 124|GAS
P10781552A0000|122 124|H(2
P09339900A0939|122 124|AP2
P03159903A0352|122 124|IHF
P11043469A0440|122 123|TR
P10403690A0000|122 123|PS
P02026147A0000|123 147|mammalian type II CaM kinases
P08626777A0537|123 137|link protein gene
P01828248A0189|123 134|UvrAB complex
P07969181A0313|123 132|p53 protein
P01710768A1172|123 132|HLA-B7 gene
P02351239A0693|123 132|mucosal HDC
P09614065A0966|123 130|AP-1 site
P09368419A0628|123 129|rd22BP1
P09199348A0156|123 129|Y domain
P11094075A0257|123 127|v-mos
P02251119A0319|123 127|hsc70
P08662193A0404|123 126|NIT4
P09079878A0000|123 126|lasA
P09057325A0177|123 126|SmaI
P08818718A1229|123 126|MDR1
P09395525A0395|123 126|HS3D
P10612044A1180|123 125|Aal
P01714452A0559|123 123|O
P01864837A1029|124 141|rat alpha 1-protease
P10982391A0425|124 139|N-terminal domain
P10392900A1020|124 138|RNA polymerase II
P08869763A0378|124 137|opioid receptor
P02844767A1022|124 136|subunit IV gene
P09806826A1773|124 134|murine locus
P11127200A1024|124 132|TGF-beta1
P08288240A1343|124 131|stathmin
P09426958A0110|124 129|E. coli
P03354341A0177|124 129|inulin
P07623807A0162|124 128|v-Src
P08798700A0134|124 128|Rox1p
P09261155A0833|124 128|IRS-2
P07507207A0991|124 128|IRF-1
P01698761A1059|124 127|AlgP
P07958898A1050|124 127|VP16
P08145646T0000|124 127|rpoN
P11075929A1657|124 127|ThlB
P11038118A0000|124 126|BSA
P01588270A1029|124 126|DBP
P08306959A0278|124 126|GAS
P10757983A0733|125 153|Kruppel-like zinc finger protein
P09710614T0000|125 148|phosphoinositide 3-kinase
P09006910A0000|125 145|human RXRgamma2 isoform
P10454568A0815|125 145|epidermal growth factor
P10715325A0834|125 145|ETHYLENE-INSENSITIVE2
P08035499A0941|125 144|protein-DNA complexes
P10570996A1213|125 142|TK class II receptors
P08617311A0979|125 135|Xenopus mIgY
P11486476A0147|125 133|myoglobin
P08509430A0372|125 132|psaB gene
P08621384A0935|125 132|PKCdelta
P09209372A0345|125 129|AML1b
P07687541A0200|125 129|prp20
P11223257A0404|125 128|PP2A
P10491187T0000|125 127|HPr
P01348590A0000|125 127|CD4
P03953361A0000|125 126|CK
P10775267A0363|125 125|F
P02354381A0207|125 125|H
P09420220A0070|125 125|J
P01648530A0000|126 161|cardiac actin-beta-globin reporter gene
P08722011A0103|126 158|Saccharomyces cerevisiae protein L15
P08842143A0000|126 149|hupSLCDEFGHIJK-hypABFCDE
P09005273A1558|126 146|butyrylcholinesterase
P09524267A1023|126 139|helicase motifs
P01329039A0239|126 137|bHLH proteins
P08463320A1219|126 137|SSB tetramers
P01783088A1136|126 136|fibronectin
P01406630A0545|126 136|DNA-protein
P08637006A0000|126 133|E2F sites
P08552045A0973|126 130|Cpflp
P06782869A0263|126 129|SGOT
P11094066A0505|126 129|PI3K
P10235265A0197|126 128|Clb
P11481625A0202|127 146|peginterferon alfa-2b
P01757341A0591|127 145|alkaline phosphatase
P09346938A1680|127 140|cathepsin B mRNA
P11463359A0167|127 140|G6Pase promoter
P06321505A0401|127 136|S1 nuclease
P02828926A1870|127 135|actin gene
P10850453A1292|127 135|TGF-beta1
P01765095A0680|127 134|myogenin
P10579331A1225|127 134|SREBP-1a
P02556269A0187|127 134|nuclease
P03312514A0756|127 133|insulin
P08997490A1127|127 133|albumin
P10493580A1126|127 132|lipase
P08041793A0242|127 131|COX5b
P11005831A0242|127 131|AREB1
P09882499A0231|127 130|Pax6
P09716179A0974|127 130|WAF1
P08643111A0855|127 130|cLL2
P02993630A1190|127 129|G-A
P09867159A1444|127 128|IS
P09564860A2139|128 173|M2Ach-muscarinic and alpha2A-adrenergic receptors
P09914156A1496|128 153|collagen-dependent promoter
P09889202T0000|128 151|helix-turn-helix proteins
P02523800A1178|128 139|alpha-factor
P07526609A0736|128 138|wild-type S4
P09372287A0296|128 136|C1 segment
P01294345A0591|128 136|prolactin
P08332492A0145|128 132|HIV-1
P08576131A0151|128 132|USF2b
P02691998A0672|128 131|ET-1
P00954819A1041|128 131|AChE
P10611320A0816|128 131|Cdk7
P08640866A0473|128 130|MEK
P10913304A1180|128 130|PE1
P09693134A0782|128 130|DER
P11564871A1184|128 130|TBP
P08585957A0101|129 158|Drosophila trithorax gene product
P07558583A0562|129 150|Src-like tyrosine kinase
P07844142A0640|129 145|GTPase superfamily
P06407348A0516|129 144|cardiac receptors
P02010912A0366|129 142|pulCp promoters
P02590097A0093|129 142|IgA--Type Kappa
P10850719A0680|129 140|Jbeta12-RSSs
P10534402A0126|129 140|Spo11p family
P01690728A1166|129 138|S1 nuclease
P09843944A0976|129 137|UP element
P11152521A0181|129 136|helicase
P07494274A1015|129 136|alpha TIF
P11090762A0527|129 135|alpha-1
P03721594A0000|129 134|fibrin
P09011744A0790|129 134|Grin2d
P10468585A0980|129 133|Hap46
P08382769A0924|129 133|SRP54
P10036191A0000|129 132|Mitf
P10416558A0000|129 131|CD4
P09886850A0145|129 131|ERK
P09765394A1590|129 131|CAT
P11559564A0459|129 131|ASF
P11580757A0304|129 130|MR
P11419938T0000|130 153|diphtheria toxin repressor
P01871135A0295|130 148|rat liver glucokinase
P01398071A0526|130 144|RNA polymerases I
P11376687A0344|130 144|B-type MTH1 mRNAs
P09651383A0967|130 143|apoCII promoter
P09111340A0240|130 142|chimeric genes
P08794348A1067|130 140|NIa proteins
P01740437A0851|130 140|fibroglycan
P07913891A0174|130 137|Hox genes
P08804389A0893|130 137|Ltp4 mRNA
P10684265T0000|130 135|hSMT3b
P08721989A1012|130 134|beta c
P03185540T0000|130 134|TFIID
P08003700T0000|130 133|atp6
P11274184A1068|130 133|Nrf2
P06189698A0246|130 131|N2
P11369700A0074|130 130|H
P01314457T0000|131 147|Epstein-Barr virus
P10556028A0292|131 146|RepA binding sites
P08861963A0375b|131 145|rrnBP1 UP element
P07476975A0492|131 142|POMC products
P10836786A0516|131 141|RNase MRP RNA
P09372950A1283|131 140|human U2 RNA
P01702972A0613|131 139|G0S30 cDNA
P10619353T0000|131 137|COUP-TF
P09708450A0648|131 135|G-CSF
P08412620A0688|131 134|VirF
P08223613A0105|131 134|fdp1
P10713175A1399|131 133|p53
P02793216A0876|131 133|CgA
P07935577A0305|131 133|CSF
P10594903A0000|131 132|GB
P10395908A0236|132 170|G-protein coupled membrane-bound receptors
P01569584A0672|132 146|alpha-type genes
P10771709A0291|132 142|IgG antibody
P02116071A0000|132 142|mite antigen
P09393875A0873|132 141|c-fos mRNAs
P07673178A0982|132 141|MCK-L type E
P07651340A0286|132 140|wild-type
P10022905A0446|132 140|mog-1 mRNA
P09398855A0438|132 138|p53 gene
P11016850A0423|132 136|LTTRs
P07487811A0000|132 136|PSE-1
P10548722A0099|132 135|SIRE
P08144572A0786|132 135|DnaK
P08232304A1166|133 164|chloramphenicol acetyltransferase
P01279352A1197|133 162|beta-galactosidase reporter gene
P01702426A0196|133 153|fatty acid synthase gene
P07537851A0000|133 149|interleukin-1 beta
P10400794T0000|133 149|Epstein-Barr virus
P08647264T0000|133 148|cysteine protease
P09727045A0817|133 143|AR N terminus
P07680120A1008|133 143|aFGF protein
P09291098A0452|133 142|rat GGT gene
P09685226A0000|133 142|PTHrP) gene
P09012636A0723|133 142|fibrinogen
P08632779A0351|133 140|beta-gal
P11504545A0393|133 139|BKV-MLP
P10628755A0000|133 137|GHS-R
P08748033A0874|133 136|DegP
P09882303A1413|133 135|JNK
P10658588A0304|133 135|Dd2
P10548434A1549|133 135|p38
P11170476A1546|133 135|MHC
P10358138A0672|133 135|SAP
P10801330A1714|133 135|FAK
P02378615A0807|133 133|O
P08387743A0624|134 155|Mn-superoxide dismutase
P09660836A0983|134 155|deltaN3-S218E/S222D MEK
P07969136A0273|134 153|kappa light-chain gene
P08457205A0240|134 145|G alpha q cDNAs
P01645905A0341|134 143|C-terminus
P08871542A1352|134 142|Thbs3 gene
P04032349A0000|134 142|Urokinase
P10492169A0939|134 140|EST-YD1
P02111015A0574|134 138|IRF-1
P01734283A0817|134 138|RAP30
P08750190A0000|134 138|CD44v
P07969132A0268|134 137|gcn2
P08432137A0000|134 137|PLYS
P08552095A0758|134 137|PAF1
P02118519A0516|135 160|68-kDa neurofilament protein
P08164661A0414|135 157|RNA polymerase III factors
P09561560A0579|135 153|HIV-Nef recombinants
P08647091A0592|135 151|mammalian ADH genes
P07659529A0135|135 147|human EpoR gene
P09294422A1376|135 145|tac promoter
P09169420A0000|135 142|p85alpha
P01694014A0716|135 142|LD78 cDNA
P10209031A0832|135 142|zeta ITAM
P08538483A0207|135 138|GnRH
P10212278A0387|135 137|JNK
P06671047A1124|135 136|CD
P01679749A1171|136 156|HSPG2 proteoglycan gene
P07476164A1602|136 155|wild-type CspB protein
P09308738A1216|136 154|von Willebrand factor
P08702807A0964|136 150|cyclin D1 protein
P09826658A0691|136 149|BPV-1 pre-mRNAs
P08386279A1621|136 148|HIV-1 promoter
P10778740A1493|136 146|mutant pho85
P10861909A0502|136 145|his3+ genes
P10628750T0000|136 144|NF-kappaB
P08756433A0282|136 144|MAP1B gene
P08440238T0000|136 142|T24-ras
P08223875A0711|136 141|p59fyn
P06667015A0832|136 140|CK-MB
P08891346A1217|136 140|FGF8b
P11278928A1634|136 138|p32
P11534900A0000|136 137|PB
P09765261A0000|137 169|cAMP response element binding protein
P09632734A0081|137 159|small GTP binding proteins
P08076937A0851|137 156|Tru9I restriction site
P11738404A0120|137 156|6 beta-dihydroxy-beta
P11266558A1470|137 151|RNA polymerase II
P10233885A0899|137 147|p30 isoforms
P11202434T0000|137 143|ankyrin
P08537388A0825|137 142|WNT-5A
P10446149A0809|137 140|Rin1
P10601290A0742|137 139|I1Y
P01581965A0388|137 139|GAP
P07608268A0194|137 138|DP
P10095061A0592|138 167|U2-ribonucleoprotein structures
P01651918A0000|138 164|fructose-2,6-bisphosphatase
P01310178A0876|138 159|11-kDa C-terminal domain
P01734020A1318|138 154|wild-type PKC alpha
P11595813A0633|138 153|5alpha-reductase
P08455611A0000|138 152|zeta 2 globin gene
P01679068A0000|138 152|Escherichia coli
P01846803A0688|138 151|ATP binding site
P09753774A2246|138 149|fructan genes
P08204403A0000|138 144|anti CEA
P07713421A1435b|138 142|SxlM1
P10037681A0494|138 141|RhoA
P10531342A0348|138 141|gp46
P08552643A0261|138 140|IFN
P03857577A0413|138 140|EIA
P09060444A0557|138 140|EGF
P08688556A0242|138 140|Chc
P10909973A1508|138 140|PKA
P09477316A0140|138 139|Kr
P09811730T0000|139 171|RNA-dependent protein kinase pkr gene
P09372908A1068|139 153|Polycomb protein
P09079928A1319|139 153|LysR superfamily
P08276854A1894|139 152|pur/pyr segment
P09882348A0611|139 151|viral oncogene
P11287611A0802|139 150|cyclin D1 gene
P09144958A0047|139 149|phytochrome
P01657249A1019|139 146|VH4-HV2a
P08993393T0000|139 146|hPACAP-R
P10688663A0207|139 144|TFIIIA
P09581834A2578|139 143|erbB1
P08049444A0351|139 143|SATB1
P02183467A0668|139 141|rev
P11024300A1579|139 141|ARC
P11020375A0134|139 140|AF
P09621062A0810|140 179|chloramphenicol acetyltransferase reporter
P06319421A0937|140 161|alpha 2-adrenoreceptors
P08350398A1616|140 156|class I heavy (alpha
P11014215A1092|140 153|human GnRHR gene
P07910716A0359|140 151|rIFN-alpha 2b
P10975465A0134|140 150|BRCT domains
P08455623A0630|140 150|snr10 mutant
P08806693A0584|140 149|luciferase
P09833740A1112|140 148|TNF-alpha
P08088818A1053|140 148|RAD52 gene
P01527020A0511|140 146|rat gene
P10464310A0218|140 145|FGFR-1
P07983716A1082|140 143|Y88S
P11313342A0224|140 142|PAP
P10779313A1842|140 142|PKA
P09138076A1099|141 154|E-box 2 elements
P01656221A1319|141 150|FGFR family
P09265642A0668|141 150|sop mutants
P07681147A1420|141 149|pp60 c-src
P09428799A0897|141 147|P450scc
